,0
1030,79.0
1031,80.0
1032,142.0
1033,49.0
1034,164.0
1035,90.0
1036,65.0
1037,126.0
1038,85.0
1039,56.0
1040,119.0
1041,200.0
1042,60.0
1043,30.0
1044,74.0
1045,62.0
1046,45.0
1047,18.0
1048,54.0
1049,9.0
1050,33.0
1051,53.0
1052,72.0
1053,43.0
1054,102.0
1055,59.0
1056,29.0
1057,70.0
1058,31.0
1059,45.0
1060,77.0
1061,61.0
1062,160.0
1063,32.0
1064,57.0
1065,45.0
1066,20.0
1067,24.0
1068,22.0
1069,9.0
1070,11.0
1071,143.0
1072,146.0
1073,169.0
1074,64.0
1075,22.0
1076,51.0
1077,25.0
1078,37.0
1079,37.0
1080,46.0
1081,77.0
1082,9.0
1083,175.0
1084,110.0
1085,29.0
1086,24.0
1087,113.0
1088,41.0
1089,81.0
1090,41.0
1091,47.0
1092,68.0
1093,14.0
1094,59.0
1095,12.0
1096,85.0
1097,54.0
1098,14.0
1099,81.0
1100,49.0
1101,12.0
1102,67.0
1103,58.0
1104,90.0
1105,51.0
1106,38.0
1107,151.0
1108,33.0
1109,51.0
1110,16.0
1111,64.0
1112,53.0
1113,25.0
1114,144.0
1115,167.0
1116,91.0
1117,27.0
1118,106.0
1119,35.0
1120,15.0
1121,126.0
1122,141.0
1123,49.0
1124,200.0
1125,80.0
1126,52.0
1127,57.0
1128,69.0
1129,70.0
1130,83.0
1131,58.0
1132,55.0
1133,16.0
1134,70.0
1135,95.0
1136,59.0
1137,41.0
1138,54.0
1139,47.0
1140,71.0
1141,41.0
1142,55.0
1143,200.0
1144,97.0
1145,132.0
1146,62.0
1147,56.0
1148,38.0
1149,73.0
1150,166.0
1151,121.0
1152,113.0
1153,74.0
1154,86.0
1155,83.0
1156,135.0
1157,200.0
1158,23.0
1159,17.0
1160,13.0
1161,12.0
1162,200.0
1163,133.0
1164,73.0
1165,42.0
1166,149.0
1167,154.0
1168,29.0
1169,190.0
1170,28.0
1171,41.0
1172,49.0
1173,16.0
1174,46.0
1175,29.0
1176,53.0
1177,39.0
1178,45.0
1179,57.0
1180,68.0
1181,65.0
1182,39.0
1183,123.0
1184,26.0
1185,33.0
1186,70.0
1187,20.0
1188,52.0
1189,105.0
1190,164.0
1191,128.0
1192,98.0
1193,142.0
1194,95.0
1195,83.0
1196,100.0
1197,11.0
1198,45.0
1199,26.0
1200,27.0
1201,35.0
1202,15.0
1203,106.0
1204,15.0
1205,28.0
1206,22.0
1207,189.0
1208,200.0
1209,42.0
1210,9.0
1211,118.0
1212,11.0
1213,200.0
1214,57.0
1215,20.0
1216,93.0
1217,77.0
1218,34.0
1219,119.0
1220,200.0
1221,27.0
1222,30.0
1223,67.0
1224,19.0
1225,20.0
1226,19.0
1227,20.0
1228,171.0
1229,20.0
1230,69.0
1231,16.0
1232,11.0
1233,134.0
1234,56.0
1235,87.0
1236,200.0
1237,16.0
1238,115.0
1239,34.0
1240,27.0
1241,57.0
1242,188.0
1243,28.0
1244,18.0
1245,87.0
1246,41.0
1247,90.0
1248,98.0
1249,163.0
1250,68.0
1251,200.0
1252,63.0
1253,10.0
1254,85.0
1255,93.0
1256,38.0
1257,133.0
1258,22.0
1259,48.0
