,0
1772,10.0
1773,14.0
1774,17.0
1775,19.0
1776,31.0
1777,26.0
1778,22.0
1779,10.0
1780,16.0
1781,18.0
1782,15.0
1783,20.0
1784,15.0
1785,11.0
1786,17.0
1787,16.0
1788,20.0
1789,12.0
1790,18.0
1791,18.0
1792,13.0
1793,23.0
1794,17.0
1795,12.0
1796,29.0
1797,35.0
1798,13.0
1799,18.0
1800,45.0
1801,26.0
1802,45.0
1803,12.0
1804,17.0
1805,35.0
1806,35.0
1807,24.0
1808,24.0
1809,11.0
1810,24.0
1811,14.0
1812,14.0
1813,10.0
1814,22.0
1815,9.0
1816,29.0
1817,16.0
1818,60.0
1819,43.0
1820,21.0
1821,12.0
1822,44.0
1823,34.0
1824,15.0
1825,15.0
1826,16.0
1827,19.0
1828,13.0
1829,18.0
1830,35.0
1831,24.0
1832,42.0
1833,20.0
1834,12.0
1835,23.0
1836,23.0
1837,32.0
1838,14.0
1839,14.0
1840,54.0
1841,31.0
1842,11.0
1843,11.0
1844,32.0
1845,50.0
1846,11.0
1847,11.0
1848,34.0
1849,16.0
1850,26.0
1851,22.0
1852,18.0
1853,27.0
1854,12.0
1855,27.0
1856,14.0
1857,63.0
1858,37.0
1859,39.0
1860,21.0
1861,58.0
1862,16.0
1863,13.0
1864,9.0
1865,42.0
1866,28.0
1867,44.0
1868,23.0
1869,21.0
1870,16.0
1871,28.0
1872,22.0
1873,17.0
1874,29.0
1875,13.0
1876,12.0
1877,23.0
1878,15.0
1879,15.0
1880,22.0
1881,12.0
1882,22.0
1883,14.0
1884,10.0
1885,19.0
1886,39.0
1887,21.0
1888,12.0
1889,16.0
1890,30.0
1891,23.0
1892,29.0
1893,14.0
1894,13.0
1895,14.0
1896,19.0
1897,28.0
1898,24.0
1899,14.0
1900,13.0
1901,24.0
1902,17.0
1903,15.0
1904,31.0
1905,12.0
1906,17.0
1907,13.0
1908,29.0
1909,32.0
1910,12.0
1911,23.0
1912,49.0
1913,17.0
1914,21.0
1915,16.0
1916,24.0
1917,25.0
1918,10.0
1919,24.0
1920,26.0
1921,55.0
1922,33.0
1923,53.0
1924,13.0
1925,20.0
1926,21.0
1927,18.0
1928,48.0
1929,15.0
1930,34.0
1931,48.0
1932,34.0
1933,12.0
1934,17.0
1935,18.0
1936,43.0
1937,30.0
1938,16.0
1939,33.0
1940,16.0
1941,16.0
1942,25.0
1943,12.0
1944,34.0
1945,11.0
1946,13.0
1947,18.0
1948,15.0
1949,23.0
1950,30.0
1951,35.0
1952,19.0
1953,20.0
1954,68.0
1955,43.0
1956,27.0
1957,10.0
1958,15.0
1959,17.0
1960,22.0
1961,17.0
1962,18.0
1963,15.0
1964,14.0
1965,10.0
1966,11.0
1967,8.0
1968,22.0
1969,11.0
1970,18.0
1971,28.0
1972,10.0
1973,17.0
1974,25.0
1975,26.0
1976,31.0
1977,22.0
1978,23.0
1979,37.0
1980,15.0
1981,26.0
1982,13.0
1983,28.0
1984,11.0
1985,15.0
1986,43.0
1987,14.0
1988,17.0
1989,33.0
1990,19.0
1991,13.0
1992,11.0
1993,33.0
1994,29.0
1995,30.0
1996,16.0
1997,27.0
1998,28.0
1999,12.0
2000,32.0
2001,13.0
2002,28.0
2003,14.0
2004,46.0
2005,27.0
2006,94.0
2007,15.0
2008,33.0
2009,10.0
2010,17.0
2011,17.0
2012,25.0
2013,21.0
2014,16.0
2015,22.0
2016,23.0
2017,23.0
2018,28.0
2019,14.0
2020,46.0
2021,16.0
2022,29.0
2023,23.0
2024,11.0
2025,13.0
2026,24.0
2027,30.0
2028,17.0
2029,9.0
2030,19.0
2031,23.0
2032,38.0
2033,40.0
2034,16.0
2035,10.0
2036,51.0
2037,39.0
2038,19.0
2039,16.0
2040,14.0
2041,12.0
2042,28.0
2043,14.0
2044,14.0
2045,10.0
2046,17.0
2047,35.0
2048,31.0
2049,13.0
2050,20.0
2051,26.0
2052,15.0
2053,13.0
2054,32.0
2055,15.0
2056,17.0
2057,19.0
2058,19.0
2059,17.0
2060,18.0
2061,46.0
2062,25.0
2063,27.0
2064,11.0
2065,16.0
2066,36.0
2067,16.0
2068,31.0
2069,12.0
2070,14.0
2071,19.0
2072,18.0
2073,28.0
2074,17.0
2075,25.0
2076,16.0
2077,22.0
2078,53.0
2079,24.0
2080,13.0
2081,22.0
2082,13.0
2083,37.0
2084,16.0
2085,20.0
2086,8.0
2087,14.0
2088,25.0
2089,12.0
2090,13.0
2091,11.0
2092,15.0
2093,31.0
2094,56.0
2095,16.0
2096,27.0
2097,27.0
2098,27.0
2099,12.0
2100,25.0
2101,16.0
2102,12.0
2103,14.0
2104,14.0
2105,29.0
2106,35.0
2107,27.0
2108,23.0
2109,20.0
2110,15.0
2111,29.0
2112,17.0
2113,62.0
2114,18.0
2115,17.0
2116,23.0
2117,16.0
2118,31.0
2119,21.0
2120,17.0
2121,20.0
2122,31.0
2123,15.0
2124,18.0
2125,15.0
2126,14.0
2127,20.0
2128,49.0
2129,40.0
2130,19.0
2131,58.0
2132,25.0
2133,54.0
2134,11.0
2135,16.0
2136,22.0
2137,10.0
2138,14.0
2139,15.0
